Mod:Item:MetaData, Localized Name
gregtech:ore_platinum_0:0, Платина (Руда)
gregtech:ore_platinum_0:1, Платина (Незеритовая руда)
gregtech:ore_platinum_0:2, Платина (Руда эндерняка)
gregtech:ore_plutonium_0:0, Плутоний-239 (Руда)
gregtech:ore_plutonium_0:1, Плутоний-239 (Незеритовая руда)
gregtech:ore_plutonium_0:2, Плутоний-239 (Руда эндерняка)
gregtech:ore_silver_0:0, Серебро (Руда)
gregtech:ore_silver_0:1, Серебро (Незеритовая руда)
gregtech:ore_silver_0:2, Серебро (Руда эндерняка)
gregtech:ore_sulfur_0:0, Сера (Руда)
gregtech:ore_sulfur_0:1, Сера (Незеритовая руда)
gregtech:ore_sulfur_0:2, Сера (Руда эндерняка)
gregtech:ore_thorium_0:0, Торий (Руда)
gregtech:ore_thorium_0:1, Торий (Незеритовая руда)
gregtech:ore_thorium_0:2, Торий (Руда эндерняка)
gregtech:ore_tin_0:0, Олово (Руда)
gregtech:ore_tin_0:1, Олово (Незеритовая руда)
gregtech:ore_tin_0:2, Олово (Руда эндерняка)
gregtech:ore_naquadah_0:0, Наквада (Руда)
gregtech:ore_naquadah_0:1, Наквада (Незеритовая руда)
gregtech:ore_naquadah_0:2, Наквада (Руда эндерняка)
gregtech:ore_certus_quartz_0:0, Истинный кварц (Руда)
gregtech:ore_certus_quartz_0:1, Истинный кварц (Незеритовая руда)
gregtech:ore_certus_quartz_0:2, Истинный кварц (Руда эндерняка)
gregtech:ore_almandine_0:0, Альмандин (Руда)
gregtech:ore_almandine_0:1, Альмандин (Незеритовая руда)
gregtech:ore_almandine_0:2, Альмандин (Руда эндерняка)
gregtech:ore_asbestos_0:0, Асбест (Руда)
gregtech:ore_asbestos_0:1, Асбест (Незеритовая руда)
gregtech:ore_asbestos_0:2, Асбест (Руда эндерняка)
gregtech:ore_banded_iron_0:0, Кованое железо (Руда)
gregtech:ore_banded_iron_0:1, Кованое железо (Незеритовая руда)
gregtech:ore_banded_iron_0:2, Кованое железо (Руда эндерняка)
gregtech:ore_blue_topaz_0:0, Синий топаз (Руда)
gregtech:ore_blue_topaz_0:1, Синий топаз (Незеритовая руда)
gregtech:ore_blue_topaz_0:2, Синий топаз (Руда эндерняка)
gregtech:ore_brown_limonite_0:0, Коричневый лимонит (Руда)
gregtech:ore_brown_limonite_0:1, Коричневый лимонит (Незеритовая руда)
gregtech:ore_brown_limonite_0:2, Коричневый лимонит (Руда эндерняка)
gregtech:ore_calcite_0:0, Кальцит (Руда)
gregtech:ore_calcite_0:1, Кальцит (Незеритовая руда)
gregtech:ore_calcite_0:2, Кальцит (Руда эндерняка)
gregtech:ore_cassiterite_0:0, Касситерит (Руда)
gregtech:ore_cassiterite_0:1, Касситерит (Незеритовая руда)
gregtech:ore_cassiterite_0:2, Касситерит (Руда эндерняка)
gregtech:ore_cassiterite_sand_0:0, Касситеритовый песок (Руда)
gregtech:ore_cassiterite_sand_0:1, Касситеритовый песок (Незеритовая руда)
gregtech:ore_cassiterite_sand_0:2, Касситеритовый песок (Руда эндерняка)
gregtech:ore_chalcopyrite_0:0, Халькопирит (Руда)
gregtech:ore_chalcopyrite_0:1, Халькопирит (Незеритовая руда)
gregtech:ore_chalcopyrite_0:2, Халькопирит (Руда эндерняка)
gregtech:ore_chromite_0:0, Хромит (Руда)
gregtech:ore_chromite_0:1, Хромит (Незеритовая руда)
gregtech:ore_chromite_0:2, Хромит (Руда эндерняка)
gregtech:ore_cinnabar_0:0, Киноварь (Руда)
gregtech:ore_cinnabar_0:1, Киноварь (Незеритовая руда)
gregtech:ore_cinnabar_0:2, Киноварь (Руда эндерняка)
gregtech:ore_coal_0:0, Уголь (Руда)
gregtech:ore_coal_0:1, Уголь (Незеритовая руда)
gregtech:ore_coal_0:2, Уголь (Руда эндерняка)
gregtech:ore_cobaltite_0:0, Кобальтит (Руда)
gregtech:ore_cobaltite_0:1, Кобальтит (Незеритовая руда)
gregtech:ore_cobaltite_0:2, Кобальтит (Руда эндерняка)
gregtech:ore_cooperite_0:0, Шелдонит (Руда)
gregtech:ore_cooperite_0:1, Шелдонит (Незеритовая руда)
gregtech:ore_cooperite_0:2, Шелдонит (Руда эндерняка)
gregtech:ore_diamond_0:0, Алмаз (Руда)
gregtech:ore_diamond_0:1, Алмаз (Незеритовая руда)
gregtech:ore_diamond_0:2, Алмаз (Руда эндерняка)
gregtech:ore_emerald_0:0, Изумруд (Руда)
gregtech:ore_emerald_0:1, Изумруд (Незеритовая руда)
gregtech:ore_emerald_0:2, Изумруд (Руда эндерняка)
gregtech:ore_galena_0:0, Галена (Руда)
gregtech:ore_galena_0:1, Галена (Незеритовая руда)
gregtech:ore_galena_0:2, Галена (Руда эндерняка)
gregtech:ore_garnierite_0:0, Гарниерит (Руда)
gregtech:ore_garnierite_0:1, Гарниерит (Незеритовая руда)
gregtech:ore_garnierite_0:2, Гарниерит (Руда эндерняка)
gregtech:ore_green_sapphire_0:0, Зеленый сапфир (Руда)
gregtech:ore_green_sapphire_0:1, Зеленый сапфир (Незеритовая руда)
gregtech:ore_green_sapphire_0:2, Зеленый сапфир (Руда эндерняка)
gregtech:ore_grossular_0:0, Гроссуляр (Руда)
gregtech:ore_grossular_0:1, Гроссуляр (Незеритовая руда)
gregtech:ore_grossular_0:2, Гроссуляр (Руда эндерняка)
gregtech:ore_ilmenite_0:0, Ильменит (Руда)
gregtech:ore_ilmenite_0:1, Ильменит (Незеритовая руда)
gregtech:ore_ilmenite_0:2, Ильменит (Руда эндерняка)
gregtech:ore_bauxite_0:0, Боксит (Руда)
gregtech:ore_bauxite_0:1, Боксит (Незеритовая руда)
gregtech:ore_bauxite_0:2, Боксит (Руда эндерняка)
gregtech:ore_lazurite_0:0, Лазурит (Руда)
gregtech:ore_lazurite_0:1, Лазурит (Незеритовая руда)
gregtech:ore_lazurite_0:2, Лазурит (Руда эндерняка)
gregtech:ore_magnesite_0:0, Магнезит (Руда)
gregtech:ore_magnesite_0:1, Магнезит (Незеритовая руда)
gregtech:ore_magnesite_0:2, Магнезит (Руда эндерняка)
gregtech:ore_magnetite_0:0, Магнетит (Руда)
gregtech:ore_magnetite_0:1, Магнетит (Незеритовая руда)
gregtech:ore_magnetite_0:2, Магнетит (Руда эндерняка)
gregtech:ore_molybdenite_0:0, Молибденит (Руда)
gregtech:ore_molybdenite_0:1, Молибденит (Незеритовая руда)
gregtech:ore_molybdenite_0:2, Молибденит (Руда эндерняка)
gregtech:ore_powellite_0:0, Повеллит (Руда)
gregtech:ore_powellite_0:1, Повеллит (Незеритовая руда)
gregtech:ore_powellite_0:2, Повеллит (Руда эндерняка)
gregtech:ore_pyrite_0:0, Пирит (Руда)
gregtech:ore_pyrite_0:1, Пирит (Незеритовая руда)
gregtech:ore_pyrite_0:2, Пирит (Руда эндерняка)
gregtech:ore_pyrolusite_0:0, Пиролюзит (Руда)
gregtech:ore_pyrolusite_0:1, Пиролюзит (Незеритовая руда)
gregtech:ore_pyrolusite_0:2, Пиролюзит (Руда эндерняка)
gregtech:ore_pyrope_0:0, Пироп (Руда)
gregtech:ore_pyrope_0:1, Пироп (Незеритовая руда)
gregtech:ore_pyrope_0:2, Пироп (Руда эндерняка)
gregtech:ore_rock_salt_0:0, Каменная соль (Руда)
gregtech:ore_rock_salt_0:1, Каменная соль (Незеритовая руда)
gregtech:ore_rock_salt_0:2, Каменная соль (Руда эндерняка)
gregtech:ore_ruby_0:0, Рубин (Руда)
gregtech:ore_ruby_0:1, Рубин (Незеритовая руда)
gregtech:ore_ruby_0:2, Рубин (Руда эндерняка)
gregtech:ore_salt_0:0, Соль (Руда)
gregtech:ore_salt_0:1, Соль (Незеритовая руда)
gregtech:ore_salt_0:2, Соль (Руда эндерняка)
gregtech:ore_saltpeter_0:0, Селитра (Руда)
gregtech:ore_saltpeter_0:1, Селитра (Незеритовая руда)
gregtech:ore_saltpeter_0:2, Селитра (Руда эндерняка)
gregtech:ore_sapphire_0:0, Сапфир (Руда)
gregtech:ore_sapphire_0:1, Сапфир (Незеритовая руда)
gregtech:ore_sapphire_0:2, Сапфир (Руда эндерняка)
gregtech:ore_scheelite_0:0, Шеелит (Руда)
gregtech:ore_scheelite_0:1, Шеелит (Незеритовая руда)
gregtech:ore_scheelite_0:2, Шеелит (Руда эндерняка)
gregtech:ore_sodalite_0:0, Содалит (Руда)
gregtech:ore_sodalite_0:1, Содалит (Незеритовая руда)
gregtech:ore_sodalite_0:2, Содалит (Руда эндерняка)
gregtech:ore_tantalite_0:0, Танталит (Руда)
gregtech:ore_tantalite_0:1, Танталит (Незеритовая руда)
gregtech:ore_tantalite_0:2, Танталит (Руда эндерняка)
gregtech:ore_spessartine_0:0, Спасерит (Руда)
gregtech:ore_spessartine_0:1, Спасерит (Незеритовая руда)
gregtech:ore_spessartine_0:2, Спасерит (Руда эндерняка)
gregtech:ore_sphalerite_0:0, Сфалерит (Руда)
gregtech:ore_sphalerite_0:1, Сфалерит (Незеритовая руда)
gregtech:ore_sphalerite_0:2, Сфалерит (Руда эндерняка)
gregtech:ore_stibnite_0:0, Стибнит (Руда)
gregtech:ore_stibnite_0:1, Стибнит (Незеритовая руда)
gregtech:ore_stibnite_0:2, Стибнит (Руда эндерняка)
gregtech:ore_tetrahedrite_0:0, Тетраэдрит (Руда)
gregtech:ore_tetrahedrite_0:1, Тетраэдрит (Незеритовая руда)
gregtech:ore_tetrahedrite_0:2, Тетраэдрит (Руда эндерняка)
gregtech:ore_topaz_0:0, Топаз (Руда)
gregtech:ore_topaz_0:1, Топаз (Незеритовая руда)
gregtech:ore_topaz_0:2, Топаз (Руда эндерняка)
gregtech:ore_tungstate_0:0, Вольфрамат (Руда)
gregtech:ore_tungstate_0:1, Вольфрамат (Незеритовая руда)
gregtech:ore_tungstate_0:2, Вольфрамат (Руда эндерняка)
gregtech:ore_uraninite_0:0, Уранинит (Руда)
gregtech:ore_uraninite_0:1, Уранинит (Незеритовая руда)
gregtech:ore_uraninite_0:2, Уранинит (Руда эндерняка)
gregtech:ore_wulfenite_0:0, Вульфенит (Руда)
gregtech:ore_wulfenite_0:1, Вульфенит (Незеритовая руда)
gregtech:ore_wulfenite_0:2, Вульфенит (Руда эндерняка)
gregtech:ore_yellow_limonite_0:0, Желтый лимонит (Руда)
gregtech:ore_yellow_limonite_0:1, Желтый лимонит (Незеритовая руда)
gregtech:ore_yellow_limonite_0:2, Желтый лимонит (Руда эндерняка)
gregtech:ore_nether_quartz_0:0, Адский кварц (Руда)
gregtech:ore_nether_quartz_0:1, Кварцевая руда Нижнего мира
gregtech:ore_nether_quartz_0:2, Адский кварц (Руда эндерняка)
gregtech:ore_quartzite_0:0, Кварцит (Руда)
gregtech:ore_quartzite_0:1, Кварцит (Незеритовая руда)
gregtech:ore_quartzite_0:2, Кварцит (Руда эндерняка)
gregtech:ore_graphite_0:0, Графит (Руда)
gregtech:ore_graphite_0:1, Графит (Незеритовая руда)
gregtech:ore_graphite_0:2, Графит (Руда эндерняка)
gregtech:ore_bornite_0:0, Борнит (Руда)
gregtech:ore_bornite_0:1, Борнит (Незеритовая руда)
gregtech:ore_bornite_0:2, Борнит (Руда эндерняка)
gregtech:ore_chalcocite_0:0, Халькозин (Руда)
gregtech:ore_chalcocite_0:1, Халькозин (Незеритовая руда)
gregtech:ore_chalcocite_0:2, Халькозин (Руда эндерняка)
gregtech:ore_realgar_0:0, Реальгар (Руда)
gregtech:ore_realgar_0:1, Реальгар (Незеритовая руда)
gregtech:ore_realgar_0:2, Реальгар (Руда эндерняка)
gregtech:ore_bastnasite_0:0, Бастнезит (Руда)
gregtech:ore_bastnasite_0:1, Бастнезит (Незеритовая руда)
gregtech:ore_bastnasite_0:2, Бастнезит (Руда эндерняка)
gregtech:ore_pentlandite_0:0, Пентландит (Руда)
gregtech:ore_pentlandite_0:1, Пентландит (Незеритовая руда)
gregtech:ore_pentlandite_0:2, Пентландит (Руда эндерняка)
gregtech:ore_spodumene_0:0, Сподумен (Руда)
gregtech:ore_spodumene_0:1, Сподумен (Незеритовая руда)
gregtech:ore_spodumene_0:2, Сподумен (Руда эндерняка)
gregtech:ore_lepidolite_0:0, Лепидолит (Руда)
gregtech:ore_lepidolite_0:1, Лепидолит (Незеритовая руда)
gregtech:ore_lepidolite_0:2, Лепидолит (Руда эндерняка)
gregtech:ore_glauconite_sand_0:0, Глауконитовый песок (Руда)
gregtech:ore_glauconite_sand_0:1, Глауконитовый песок (Незеритовая руда)
gregtech:ore_glauconite_sand_0:2, Глауконитовый песок (Руда эндерняка)
gregtech:ore_malachite_0:0, Малахит (Руда)
gregtech:ore_malachite_0:1, Малахит (Незеритовая руда)
gregtech:ore_malachite_0:2, Малахит (Руда эндерняка)
gregtech:ore_mica_0:0, Слюда (Руда)
gregtech:ore_mica_0:1, Слюда (Незеритовая руда)
gregtech:ore_mica_0:2, Слюда (Руда эндерняка)
gregtech:ore_barite_0:0, Барит (Руда)
gregtech:ore_barite_0:1, Барит (Незеритовая руда)
gregtech:ore_barite_0:2, Барит (Руда эндерняка)
gregtech:ore_alunite_0:0, Алунит (Руда)
gregtech:ore_alunite_0:1, Алунит (Незеритовая руда)
gregtech:ore_alunite_0:2, Алунит (Руда эндерняка)
gregtech:ore_talc_0:0, Тальк (Руда)
gregtech:ore_talc_0:1, Тальк (Незеритовая руда)
gregtech:ore_talc_0:2, Тальк (Руда эндерняка)
gregtech:ore_soapstone_0:0, Мыльный камень (Руда)
gregtech:ore_soapstone_0:1, Мыльный камень (Незеритовая руда)
gregtech:ore_soapstone_0:2, Мыльный камень (Руда эндерняка)
gregtech:ore_kyanite_0:0, Ционит (Руда)
gregtech:ore_kyanite_0:1, Ционит (Незеритовая руда)
gregtech:ore_kyanite_0:2, Ционит (Руда эндерняка)
gregtech:ore_pyrochlore_0:0, Пирохлор (Руда)
gregtech:ore_pyrochlore_0:1, Пирохлор (Незеритовая руда)
gregtech:ore_pyrochlore_0:2, Пирохлор (Руда эндерняка)
gregtech:ore_oilsands_0:0, Нефтеносный песок (Руда)
gregtech:ore_oilsands_0:1, Нефтеносный песок (Незеритовая руда)
gregtech:ore_oilsands_0:2, Нефтеносный песок (Руда эндерняка)
gregtech:ore_olivine_0:0, Оливин (Руда)
gregtech:ore_olivine_0:1, Оливин (Незеритовая руда)
gregtech:ore_olivine_0:2, Оливин (Руда эндерняка)
gregtech:ore_opal_0:0, Опал (Руда)
gregtech:ore_opal_0:1, Опал (Незеритовая руда)
gregtech:ore_opal_0:2, Опал (Руда эндерняка)
gregtech:ore_amethyst_0:0, Аметист (Руда)
gregtech:ore_amethyst_0:1, Аметист (Незеритовая руда)
gregtech:ore_amethyst_0:2, Аметист (Руда эндерняка)
gregtech:ore_lapis_0:0, Лазурит (Руда)
gregtech:ore_lapis_0:1, Лазурит (Незеритовая руда)
gregtech:ore_lapis_0:2, Лазурит (Руда эндерняка)
gregtech:ore_apatite_0:0, Апатит (Руда)
gregtech:ore_apatite_0:1, Апатит (Незеритовая руда)
gregtech:ore_apatite_0:2, Апатит (Руда эндерняка)
gregtech:ore_tricalcium_phosphate_0:0, Трикальцийфосфат (Руда)
gregtech:ore_tricalcium_phosphate_0:1, Трикальцийфосфат (Незеритовая руда)
gregtech:ore_tricalcium_phosphate_0:2, Трикальцийфосфат (Руда эндерняка)
gregtech:ore_garnet_red_0:0, Красный гранат (Руда)
gregtech:ore_garnet_red_0:1, Красный гранат (Незеритовая руда)
gregtech:ore_garnet_red_0:2, Красный гранат (Руда эндерняка)
gregtech:ore_garnet_yellow_0:0, Желтый гранат (Руда)
gregtech:ore_garnet_yellow_0:1, Желтый гранат (Незеритовая руда)
gregtech:ore_garnet_yellow_0:2, Желтый гранат (Руда эндерняка)
gregtech:ore_vanadium_magnetite_0:0, Ванадий магнетит (Руда)
gregtech:ore_vanadium_magnetite_0:1, Ванадий магнетит (Незеритовая руда)
gregtech:ore_vanadium_magnetite_0:2, Ванадий магнетит (Руда эндерняка)
gregtech:ore_pollucite_0:0, Поллуцит (Руда)
gregtech:ore_pollucite_0:1, Поллуцит (Незеритовая руда)
gregtech:ore_pollucite_0:2, Поллуцит (Руда эндерняка)
gregtech:ore_bentonite_0:0, Бентонит (Руда)
gregtech:ore_bentonite_0:1, Бентонит (Незеритовая руда)
gregtech:ore_bentonite_0:2, Бентонит (Руда эндерняка)
gregtech:ore_fullers_earth_0:0, Смектическая глина (Руда)
gregtech:ore_fullers_earth_0:1, Смектическая глина (Незеритовая руда)
gregtech:ore_fullers_earth_0:2, Смектическая глина (Руда эндерняка)
gregtech:ore_pitchblende_0:0, Уранит (Руда)
gregtech:ore_pitchblende_0:1, Уранит (Незеритовая руда)
gregtech:ore_pitchblende_0:2, Уранит (Руда эндерняка)
gregtech:ore_monazite_0:0, Монацит (Руда)
gregtech:ore_monazite_0:1, Монацит (Незеритовая руда)
gregtech:ore_monazite_0:2, Монацит (Руда эндерняка)
gregtech:ore_trona_0:0, Трона (Руда)
gregtech:ore_trona_0:1, Трона (Незеритовая руда)
gregtech:ore_trona_0:2, Трона (Руда эндерняка)
gregtech:ore_gypsum_0:0, Гипс (Руда)
gregtech:ore_gypsum_0:1, Гипс (Незеритовая руда)
gregtech:ore_gypsum_0:2, Гипс (Руда эндерняка)
gregtech:ore_zeolite_0:0, Цеолит (Руда)
gregtech:ore_zeolite_0:1, Цеолит (Незеритовая руда)
gregtech:ore_zeolite_0:2, Цеолит (Руда эндерняка)
gregtech:ore_redstone_0:0, Редстоун (Руда)
gregtech:ore_redstone_0:1, Редстоун (Незеритовая руда)
gregtech:ore_redstone_0:2, Редстоун (Руда эндерняка)
gregtech:ore_electrotine_0:0, Электротин (Руда)
gregtech:ore_electrotine_0:1, Электротин (Незеритовая руда)
gregtech:ore_electrotine_0:2, Электротин (Руда эндерняка)
gregtech:ore_diatomite_0:0, Диатомовый пелит (Руда)
gregtech:ore_diatomite_0:1, Диатомовый пелит (Незеритовая руда)
gregtech:ore_diatomite_0:2, Диатомовый пелит (Руда эндерняка)
gregtech:ore_granitic_mineral_sand_0:0, Гранитный минеральный песок (Руда)
gregtech:ore_granitic_mineral_sand_0:1, Гранитный минеральный песок (Незеритовая руда)
gregtech:ore_granitic_mineral_sand_0:2, Гранитный минеральный песок (Руда эндерняка)
gregtech:ore_garnet_sand_0:0, Гранатовый песок (Руда)
gregtech:ore_garnet_sand_0:1, Гранатовый песок (Незеритовая руда)
gregtech:ore_garnet_sand_0:2, Гранатовый песок (Руда эндерняка)
gregtech:ore_basaltic_mineral_sand_0:0, Базальтовый минеральный песок (Руда)
gregtech:ore_basaltic_mineral_sand_0:1, Базальтовый минеральный песок (Незеритовая руда)
gregtech:ore_basaltic_mineral_sand_0:2, Базальтовый минеральный песок (Руда эндерняка)
gcym:unique_casing:0, Дробильные колеса
gcym:unique_casing:1, Режущие лезвия
gcym:unique_casing:2, Электролитический элемент
gcym:unique_casing:3, Тепловой воздуходув
gcym:unique_casing:4, Катушка из дисилицида молибдена
gcym:large_multiblock_casing:0, Надежный корпус для измельчения
gcym:large_multiblock_casing:1, Корпус для высокотемпературной плавки
gcym:large_multiblock_casing:2, Корпус большого сборщика
gcym:large_multiblock_casing:3, Корпус устойчивый к напряжению
gcym:large_multiblock_casing:4, Защищенный от коррозии корпус
gcym:large_multiblock_casing:5, Вибро-устойчивый корпус
gcym:large_multiblock_casing:6, Герметичный корпус
gcym:large_multiblock_casing:7, Ударопрочный корпус
gcym:large_multiblock_casing:8, Изолированный корпус
gcym:large_multiblock_casing:9, Химически устойчивый корпус
gcym:large_multiblock_casing:10, Корпус устойчивый для лазерной гравировки
gcym:large_multiblock_casing:11, Атомный корпус
gcym:large_multiblock_casing:12, Промышленный паровой корпус
hooked:hook:0, Wooden Hook
hooked:hook:1, Iron Hook
hooked:hook:2, Diamond Hook
hooked:hook:3, Red Hook
hooked:hook:4, Ender Hook
hooked:microcrafting:0, Plant Fiber
hooked:microcrafting:1, Rope
hooked:microcrafting:2, Iron Chain Link
hooked:microcrafting:3, Iron Chain
jecalculation:item_calculator:0, Калькулятор создания
jecalculation:item_calculator:1, Математический калькулятор
littletiles:hammer:0, Маленький молоток
littletiles:recipeadvanced:0, Продвинутый рецепт
littletiles:saw, Маленькая пила
littletiles:container, Маленькая сумка
littletiles:wrench, Маленький гаечный ключ
littletiles:screwdriver:0, Маленькая отвертка
littletiles:chisel:0, Маленькое долото
littletiles:colortube:0, Маленькая кисть
littletiles:grabber:0, Маленькая перчатка
littletiles:premade:0, Маленький верстак
littletiles:premade:0, Маленький импортер
littletiles:premade:0, Маленький экспортёр
littletiles:premade:0, Particle Emitter
littletiles:premade:0, Blank-o-matic
littletiles:premade:0, Single Cable (1-bit)
littletiles:premade:0, Single Cable (4-bit)
littletiles:premade:0, Single Cable (16-bit)
littletiles:premade:0, Single Output (1-bit)
littletiles:premade:0, Single Output (4-bit)
littletiles:premade:0, Single Output (16-bit)
littletiles:premade:0, Single Input (1-bit)
littletiles:premade:0, Single Input (4-bit)
littletiles:premade:0, Single Input (16-bit)
littletiles:premade:0, Signal Display (16 bit)
littletiles:premade:0, Structure Builder
littletiles:ltstorageblocktile, Маленький блок хранилища
littletiles:ltcoloredblock:0, Чистый цветной блок
littletiles:ltcoloredblock:1, Цветной блок пола
littletiles:ltcoloredblock:2, Цветной крупнозернистый блок
littletiles:ltcoloredblock:3, Цветной зернистый блок
littletiles:ltcoloredblock:4, Цветно мелкозернистый блок
littletiles:ltcoloredblock:5, Цветной кирпичный блок
littletiles:ltcoloredblock:6, Цветной ограненный блок
littletiles:ltcoloredblock:7, Цветной блок из большого кирпича
littletiles:ltcoloredblock:8, Dyeable Chiseled
littletiles:ltcoloredblock:9, Цветной блок из разбитого крупного кирпича
littletiles:ltcoloredblock:10, Цветной глиняный блок
littletiles:ltcoloredblock:12, Блок лавы
littletiles:ltcoloredblock:13, Dyeable Strips
littletiles:ltcoloredblock:14, Белый блок лавы
littletiles:ltcoloredblock2:0, Цветной блок гравия
littletiles:ltcoloredblock2:1, Цветной блок песка
littletiles:ltcoloredblock2:2, Цветной блок камня
littletiles:ltcoloredblock2:3, Dyeable Cork
littletiles:ltcoloredblock2:4, Белая непрозрачная вода
littletiles:lttransparentcoloredblock:5, Вода
littletiles:lttransparentcoloredblock:6, Белая вода
littletiles:ltsinglecable, tile.ltsinglecable.name
littletiles:ltinput, tile.ltinput.name
littletiles:ltoutput, tile.ltoutput.name
littletiles:signal_converter, Signal Converter
morefurnaces:upgrade:0, Улучшение печки: каменная -> железная
morefurnaces:upgrade:1, Улучшение печки: каменная -> адская
morefurnaces:upgrade:2, Улучшение печки: железная -> золотая
morefurnaces:upgrade:3, Улучшение печки: железная -> обсидиановая
morefurnaces:upgrade:4, Улучшение печки: золотая -> алмазнаяg
morefurnaces:upgrade:5, Furnace Upgrade: Copper To Silver
morefurnaces:upgrade:6, Furnace Upgrade: Iron To Silver
morefurnaces:upgrade:7, Furnace Upgrade: Stone To Copper
morefurnaces:furnaceblock:0, Железная печка
morefurnaces:furnaceblock:1, Золотая печка
morefurnaces:furnaceblock:2, Алмазная печка
morefurnaces:furnaceblock:3, Обсидиановая печка
morefurnaces:furnaceblock:4, Адская печка
morefurnaces:furnaceblock:5, Copper Furnace
morefurnaces:furnaceblock:6, Silver Furnace
moreplates:hammer, Hammer
naturescompass:naturescompass, Компас природы
nomilabs:nomicoin, Номимонета [1]
nomilabs:nomicoin5, Номипятак [5]
nomilabs:nomicoin25, Номичетвертак [25]
nomilabs:nomicoin100, Номидоллар [100]
nomilabs:woodenwidget, Деревянная штуковина
nomilabs:woodwidgetleft, Левая часть деревянной штуковины
nomilabs:woodwidgetright, Правая часть деревянной штуковины
nomilabs:stonewidget, Каменная штуковина
nomilabs:stonewidgetup, Верхняя часть каменной штуковины
nomilabs:stonewidgetdown, Нижняя часть каменной штуковины
nomilabs:alloywidget, Штуковина из сплавов
nomilabs:enderwidget, Эндер штуковина
nomilabs:radiationlayer, Противорадиационный слой
nomilabs:pressurelayer, Спрессованный слой
nomilabs:cloth, Ткань
nomilabs:thermalcloth, Термоткань
nomilabs:unpreparedspacehelmet, Термошлем
nomilabs:unpreparedspacechestpiece, Термонагрудник
nomilabs:unpreparedspaceleggings, Термоштаны
nomilabs:unpreparedspaceboots, Термоботинки
nomilabs:quantumflux, Квантовая запутанность
nomilabs:gemsensor, Сенсор драгоценностей
nomilabs:warpengine, Варп-двигатель
nomilabs:universalnavigator, Вселенская навигационная система
nomilabs:quantumfluxedeterniumplating, Квантово-флаксовое этерниевое покрытие
nomilabs:t1guidance, Базовая система управления микромайнером
nomilabs:t2guidance, Улучшенная система управления микромайнером
nomilabs:t1laser, Обычный шахтерский лазер
nomilabs:t2laser, Упрочненный шахтерский лазер
nomilabs:t3laser, Перегруженная лазерная система
nomilabs:tieroneship, Обшитый сталью микромайнер [Уровень 1]
nomilabs:tiertwoship, Обшитый титаном микромайнер [Уровень 2]
nomilabs:tierthreeship, Обшитый карбидом вольфрама микромайнер [Уровень 3]
nomilabs:tierfourship, Обшитый синалом микромайнер [Уровень 4]
nomilabs:tierfourandhalfship, Обшитый ламиумом микроохотник на мобов [Уровень 4.5]
nomilabs:tierfiveship, Обшитый иридием микромайнер [Уровень 5]
nomilabs:tiersixship, Обшитый эндериумом микромайнер [Уровень 6]
nomilabs:tiersevenship, Обшитый драконием микроохотник на драконов [Уровень 7]
nomilabs:tiereightship, Обшитый кристальной матрицей микроубийца гигантов [Уровень 8]
nomilabs:tiereightandhalfship, Обшитый тринием микроэкскаватор [Уровень 8.5]
nomilabs:tiernineship, Обшитый этернием микропожиратель звезд [Уровень 9]
nomilabs:tiertenship, Обшитый нейтронием микросборщик вселенных [Уровень 10]
nomilabs:tieroneship_stabilized, Стабилизированный обшитый сталью микромайнер [Уровень 1]
nomilabs:tiertwoship_stabilized, Стабилизированный обшитый титаном микромайнер [Уровень 2]
nomilabs:tierthreeship_stabilized, Стабилизированный обшитый карбидом вольфрама микромайнер [Уровень 3]
nomilabs:tierfourship_stabilized, Стабилизированный обшитый синалом микромайнер [Уровень 4]
nomilabs:tierfourandhalfship_stabilized, Стабилизированный обшитый ламиумом микроохотник на мобов [Уровень 4.5]
nomilabs:tierfiveship_stabilized, Стабилизированный обшитый иридием микромайнер [Уровень 5]
nomilabs:tiersixship_stabilized, Стабилизированный обшитый эндериумом микромайнер [Уровень 6]
nomilabs:tiersevenship_stabilized, Стабилизированный обшитый драконием микроохотник на драконов [Уровень 7]
nomilabs:tiereightship_stabilized, Стабилизированный обшитый кристальной матрицей микроубийца гигантов [Уровень 8]
nomilabs:tieroneship_stabilized_matter, Первозданная стальная материя микровселенной [Уровень 1]
nomilabs:tiertwoship_stabilized_matter, Первозданная титановая материя микровселенной [Уровень 2]
nomilabs:tierthreeship_stabilized_matter, Первозданная вольфрамовая материя микровселенной [Уровень 3]
nomilabs:tierfourship_stabilized_matter, Первозданная синаловая материя микровселенной [Уровень 4]
nomilabs:tierfourandhalfship_stabilized_matter, Первозданная ламиумовая материя микровселенной [Уровень 4.5]
nomilabs:tierfiveship_stabilized_matter, Первозданная иридиевая материя микровселенной [Уровень 5]
nomilabs:tiersixship_stabilized_matter, Первозданная эндериумовая материя микровселенной [Уровень 6]
nomilabs:tiersevenship_stabilized_matter, Первозданная дракониевая материя микровселенной [Уровень 7]
nomilabs:tiereightship_stabilized_matter, Первозданная кристальная материя микровселенной [Уровень 8]
nomilabs:dragonlairdata, Данные о логове дракона
nomilabs:witherrealmdata, Данные о Визере
nomilabs:impossiblerealmdata, Данные о невозможном
nomilabs:universecreationdata, Данные о рождении вселенной
nomilabs:stellarcreationdata, Данные о рождении звезд
nomilabs:lairofthechaosguardiandata, Данные о логове дракона хаоса
